2.01,0.001263582
2.02,0.001261308
2.03,0.001259376
2.04,0.001257449
2.05,0.001255039
2.06,0.001253127
2.07,0.00125075
2.08,0.001248848
2.09,0.00124695
2.10,0.001244615
2.11,0.001242731
2.12,0.00124043
2.13,0.001238555
2.14,0.001236685
2.15,0.001234425
2.16,0.001232567
2.17,0.001230714
2.18,0.001228492
2.19,0.001226651
2.20,0.001224461
2.21,0.00122263
2.22,0.001220806
2.23,0.001218763
2.24,0.00121695
2.25,0.001215142
2.26,0.001213022
2.27,0.001211224
2.28,0.001209139
2.29,0.001207351
2.30,0.001205568
2.31,0.001203522
2.32,0.001201748
2.33,0.001199983
2.34,0.001197973
2.35,0.001196215
2.36,0.001194241
2.37,0.001192495
2.38,0.001190754
2.39,0.001188818
2.40,0.001187087
2.41,0.001185357
2.42,0.001183462
2.43,0.001181747
2.44,0.001179929
2.45,0.001178226
2.46,0.001176526
2.47,0.001174688
2.48,0.001172997
2.49,0.001171312
2.50,0.001169498
2.51,0.001167824
2.52,0.00116603
2.53,0.001164365
2.54,0.001162705
2.55,0.001160931
2.56,0.001159282
2.57,0.001157638
2.58,0.001155892
2.59,0.001154256
2.60,0.001152529
2.61,0.001150906
2.62,0.001149285
2.63,0.001147581
2.64,0.001145972
2.65,0.001144286
2.66,0.001142687
2.67,0.001141094
2.68,0.001139454
2.69,0.00113787
2.70,0.00113629
2.71,0.001134646
2.72,0.001133077
2.73,0.001131453
2.74,0.001129893
2.75,0.001128337
2.76,0.001126733
2.77,0.001125184
2.78,0.001123645
2.79,0.001122064
2.80,0.00112053
2.81,0.00111897
2.82,0.001117444
2.83,0.001115925
2.84,0.001114384
2.85,0.001112873
2.86,0.001111367
2.87,0.001109849
2.88,0.001108354
2.89,0.001106853
2.90,0.001105365
2.91,0.00110388
2.92,0.001102398
2.93,0.001100922
2.94,0.00109945
2.95,0.001097982
2.96,0.001096516
2.97,0.001095059
2.98,0.001093603
2.99,0.001092152
