2.01,0.0002064589
2.02,0.0002034621
2.03,0.0002029107
2.04,0.0002023634
2.05,0.0001982353
2.06,0.0001976962
2.07,0.0001936685
2.08,0.0001931374
2.09,0.0001926103
2.10,0.0001886841
2.11,0.0001881647
2.12,0.0001843352
2.13,0.0001838235
2.14,0.0001833154
2.15,0.0001795862
2.16,0.0001790858
2.17,0.0001785893
2.18,0.0001749606
2.19,0.0001744717
2.20,0.0001709398
2.21,0.0001704584
2.22,0.0001699808
2.23,0.0001675252
2.24,0.0001670552
2.25,0.0001665888
2.26,0.0001632272
2.27,0.0001627672
2.28,0.0001595012
2.29,0.0001590478
2.30,0.0001585975
2.31,0.0001554294
2.32,0.0001549849
2.33,0.0001545433
2.34,0.0001514653
2.35,0.0001510295
2.36,0.0001480352
2.37,0.0001476051
2.38,0.000147178
2.39,0.000144266
2.40,0.0001438443
2.41,0.0001434258
2.42,0.0001405944
2.43,0.0001401816
2.44,0.000138201
2.45,0.000137794
2.46,0.0001373899
2.47,0.0001346879
2.48,0.0001342895
2.49,0.0001338941
2.50,0.000131264
2.51,0.0001308742
2.52,0.0001283129
2.53,0.000127929
2.54,0.0001275479
2.55,0.0001250585
2.56,0.0001246832
2.57,0.0001243107
2.58,0.0001218928
2.59,0.0001215255
2.60,0.0001191759
2.61,0.0001188136
2.62,0.0001184535
2.63,0.0001161739
2.64,0.0001158185
2.65,0.0001136052
2.66,0.0001132543
2.67,0.0001129057
2.68,0.0001113526
2.69,0.0001110085
2.70,0.0001106668
2.71,0.000108567
2.72,0.0001082299
2.73,0.000106192
2.74,0.0001058595
2.75,0.0001055292
2.76,0.0001035536
2.77,0.000103228
2.78,0.0001029046
2.79,0.0001009832
2.80,0.0001006645
2.81,9.879177e-05
2.82,9.84775e-05
2.83,9.816534e-05
2.84,9.634298e-05
2.85,9.603503e-05
2.86,9.572917e-05
2.87,9.395726e-05
2.88,9.36556e-05
2.89,9.240184e-05
2.90,9.210437e-05
2.91,9.180892e-05
2.92,9.01207e-05
2.93,8.982901e-05
2.94,8.953887e-05
2.95,8.789957e-05
2.96,8.761252e-05
2.97,8.602039e-05
2.98,8.573632e-05
2.99,8.545384e-05
